6405966.367584683,706027.2182802856
6405941.643034831,705752.9661250745
6405914.62217612,705687.6854777895
6405922.585279579,705644.507380832
6402041.025,673542.9520000005
6401917.701345364,673523.3355915155
6402514.478488864,674092.3782216012
6402637.587101803,674470.5662509203
6402675.183072405,674653.5723286197
6419614.319825525,648183.8659774447
6388807.178760416,655902.3924454069
6423906.152000001,688357.2869999986
6421739.356999999,688724.3670000001
6421774.729000001,688695.1380000114
6415999.067634347,680295.0412641033
6415998.454272062,680384.5694879214
6416052.685,680392.0
6413847.858060433,647158.8430798557
6415982.817,654477.5439999998
6415601.347032761,654721.5150874741
6412751.030358515,653361.8232034463
6402735.271657085,684228.3874884255
6403820.454863245,684894.5280425363
6404134.928,684954.2409999999
6402071.511000001,666535.8500000238
6402068.512,666900.9179997444
6402220.692208275,668274.0721672103
6402020.354737773,670397.0616819859
6402090.672454303,671551.3694540262
6401827.657,672546.6340000033
6401903.893743221,673172.4870990291
6401941.998616991,673346.6469724029
6402013.972,673510.7129999995
6402148.999,673638.2680000002
6412206.712,650319.5999999996
6412275.252395701,650498.1553854495
6412358.665586267,650716.9349830076
6412451.146657699,650824.0526170703
6412453.857003918,651125.2238148153
6412439.750144845,651483.9042827189
6412406.646350613,651745.9044080675
6411837.905852137,653687.4572541416
6407831.00726103,655280.9970124806
6407249.912959332,655276.9815808211
6406473.036791522,655546.5733352099
6405236.099999999,656164.3910000008
6404657.280319059,656579.7539395043
6403951.154684763,656909.8167397673
6403733.3340501245,656971.7263451971
6403453.712560008,657071.2149000065
6403208.745721262,657466.4328333605
6403094.753999999,657751.7200000007
6403135.987999999,657913.8409999991
6403299.543056409,658250.8092868179
6403245.582,658521.5299999975
6403031.055752558,659048.3203734867
6402962.025810799,659163.2592950296
6402993.534108339,659387.0843982287
6403336.151999999,661144.4499999955
6403364.797,661299.685999997
6403273.5927496385,662405.9653001074
6403331.926861835,662640.4944744557
6403916.113525371,664262.5689641051
6419293.819999999,692299.1269999985
6419538.530636332,692343.530380466
6421586.811099704,693912.2997667696
6387873.475703792,652920.0600271673
6386755.114097252,653191.4249380133
6403656.874,649024.197
6400363.484224321,649328.1591800419
6397574.131350383,650370.2317406987
6396207.280260961,650311.2870468436
6393077.517315755,651409.3860780168
6389754.307,652110.9729999998
6389092.58047349,652501.8201262784
6387812.837999999,652492.8960000004
6393026.556756731,659651.3058275264
6392626.168238175,659239.0201423224
6392467.735311715,659044.2676077951
6392329.25836325,658931.632760501
6424523.234831122,684903.4382950328
6424853.47,684519.7950000018
6424757.287322894,682955.3895031512
6424817.148360129,680858.4686216861
6424247.963999999,679769.5510000028
19;
